,Unnamed: 0.1,Unnamed: 0,Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees,Affiliated Committee Id,Affiliated Committee Type,Affiliated Committee Name,Street one,Street two,City or town,State,ZIP code,lat,lon
2440,2440,2440,H2OK02216,"ROBERTS, DUSTIN [REP/Opponent]",O,2,REP,198072.04,0,198072.04,0,0,0,5162.58,35000,0,3553.3,0,0,155359.46,OK,2,,,,,,2500,0,12/31/2022,6150,2500,C00808337,H,DUSTIN ROBERTS FOR CONGRESS,PO BOX 449,,DURANT,OK,74702,33.9940835,-96.3895842
2441,2441,2441,H2OK02224,"JOHN, BENNETT [REP/Opponent]",O,2,REP,270920,0,270920,0,0,0,0,200000,0,189000,0,0,70070,OK,2,,,,,,850,0,07/23/2022,0,0,C00808576,H,JOHN BENNETT FOR CONGRESS,PO BOX 1520,,VIAN,OK,74962,35.4973946,-94.9692826
2442,2442,2442,H2OK02232,"TEEHEE, JOHNNY [REP/Opponent]",O,2,REP,287002.83,0,287002.83,0,0,0,479.83,210000,0,9450.37,0,0,76523,OK,2,,,,,,0,0,09/08/2022,0,0,C00809442,H,FRIENDS OF JOHNNY TEEHEE,PO BOX 1942,,MUSKOGEE,OK,74402,35.75004,-95.37525
2443,2443,2443,H2OK02257,"FRIX, AVERY [REP/Opponent]",O,2,REP,887383.88,0,887383.88,0,0,0,28868.29,255000,0,0,0,271070.88,509234.25,OK,2,,,,,,92750,0,12/31/2022,1100,0,C00810374,H,FRIX FOR CONGRESS,P.O. BOX 1149,,MUSKOGEE,OK,74402,35.75004,-95.37525
2444,2444,2444,H2OK02273,"GORDON, PAMELA SMITH [REP/Opponent]",O,2,REP,15238.94,0,10784.09,0,0,4454.85,0,0,0,0,0,0,15238.94,OK,2,,,,,,0,0,07/12/2022,0,0,C00812115,H,TEAM GORDON,11800 TANNEHILL RD,,MCALESTER,OK,74501,35.01290501,-95.89743403
2445,2445,2445,H2OK02281,"BARKER, GUY STUART [REP/Opponent]",O,2,REP,979711.26,0,978752.72,0,0,958.54,0.03,886600,0,0,0,886600,92583.23,OK,2,,,,,,500,0,12/31/2022,0,0,C00812123,H,BARKER FOR CONGRESS,31501 S HIGHWAY 125 STE 10,,MONEY ISLAND,OK,74331,36.563316,-94.85053197
2446,2446,2446,H2OK02299,"NOFIRE, JOHN WESLEY [REP/Opponent]",O,2,REP,165713,0,142199.92,0,0,-89184.05,0,100000,0,0,0,100000,65713,OK,2,,,,,,0,0,06/30/2022,0,0,C00812321,H,WES NOFIRE FOR CONGRESS,PO BOX 151,,PARK HILL,OK,74451,35.65523,-95.029215
2447,2447,2447,H2OK02315,"BRECHEEN, JOSH [REP/Opponent]",O,2,REP,654619.23,0,580780.17,0,0,73839.06,751.5,0,0,0,0,0,513570.82,OK,2,,,,,,140272.38,0,12/31/2022,4000,0,C00812974,H,JOSH BRECHEEN FOR CONGRESS,37429 STATE HIGHWAY 31,,COALGATE,OK,74538,34.50541902,-96.35892185
2448,2448,2448,H2OK02323,"DERBY, DAVID [REP/Opponent]",O,2,REP,190873.24,0,189551.54,0,0,1321.7,0,152223.24,0,0,0,152223.24,38150,OK,2,,,,,,500,0,12/31/2022,5800,0,C00811257,H,FAMILIES FOR DAVID DERBY 2022,500 S LYNN RIGGS,,CLAREMORE,OK,74017,36.30823687,-95.6187458
2449,2449,2449,H6OK02233,"JACKSON, JARRIN DALE [REP/Candidate]",C,2,REP,0,0,10,0,310,0,0,0,0,0,0,0,0,OK,2,,,,,,0,0,09/30/2022,0,0,C00592956,H,JACKSON FOR CONGRESS,PO BOX 13,,OOLOGAH,OK,74053,36.44343,-95.7087
2450,2450,2450,H2OK03115,"ROBERTS, KEVIN SEAN [REP/Candidate]",C,2,REP,14700,0,13702.43,0,0,1120.49,0,10500,0,10500,0,0,4200,OK,3,,,,,,0,0,12/31/2022,2025,0,C00801498,H,PATRIOTS FOR SEAN ROBERTS,114 W MAIN ST,,HOMINY,OK,74035,36.41556253,-96.39477559
2451,2451,2451,H2OK03123,"BURLESON, WILLIAM WADE [REP/Candidate]",C,2,REP,254477.65,0,246095.97,0,0,8381.68,10920.64,0,0,0,0,0,243557.01,OK,3,,,,,,0,0,12/31/2022,1060.83,0,C00802934,H,BURLESON FOR CONGRESS,P.O. BOX 1147,,ENID,OK,73702,36.39762,-97.87835
2452,2452,2452,H4OK06056,"LUCAS, FRANK D. [REP/Incumbent]",I,2,REP,1524419.03,0,1626902.64,0,282179.37,179695.76,0,0,0,0,0,0,673874.94,OK,3,,,,,,850300,0,12/31/2022,2937.5,0,C00287912,H,LUCAS FOR CONGRESS,PO BOX 1726,,OKLAHOMA CITY,OK,73101,35.47304,-97.51859
2453,2453,2453,H8OK04094,"BRANNON, MARY [DEM/Candidate]",C,1,DEM,34849.65,0,-1632,0,1438.81,0,2,3264,1632,0,0,0,1190,OK,4,,,,,,0,3093.65,10/30/2022,0,0,C00678060,H,FRIENDS AND FAMILY OF MARY BRANNON FOR CONGRESS,27392 ST. HWY 74,,WASHINGTON,OK,73093,35.11003912,-97.476828
2454,2454,2454,H2OK04055,"COLE, TOM [REP/Incumbent]",I,2,REP,2335186.44,4814,2397460.91,0,1277189.4,1214914.93,0,0,0,0,0,0,1360149.13,OK,4,,,,,,944229.89,0,12/31/2022,8500,5000,C00438481,N,COLE COMBINED COMMITTEE,12176 CHANCERY STATION CIRCLE,,RESTON,VA,20190,38.96018583,-77.36517301
2455,2455,2455,H2OK04113,"NUTTLE, MARC [REP/Candidate]",C,2,REP,2600,0,2595.36,0,71.07,75.71,0,2600,0,0,0,220235.56,0,OK,4,,,,,,0,0,12/31/2022,0,0,C00379974,H,OKLAHOMANS FOR NUTTLE INC,900 36TH AVENUE NW,SUITE 104,NORMAN,OK,73072,35.23002086,-97.4944294
2456,2456,2456,H6OK04114,"TAYLOR, JAMES [REP/Candidate]",C,2,REP,17545.89,0,14017.45,0,135.78,3664.22,1680,0,0,0,0,0,15865.89,OK,4,,,,,,0,0,06/13/2022,0,0,C00606764,H,JAMES TAYLOR FOR CONGRESS,1415 SPOONWOOD DR,,NORMAN,OK,73071,35.24684749,-97.41997396
2457,2457,2457,H2OK05169,"HARRIS-TILL, JOSHUA [DEM/Candidate]",C,1,DEM,72528.57,0,59997.32,0,0,12531.25,0,0,0,0,0,0,72528.57,OK,5,,,,,,0,0,10/19/2022,0,0,C00807834,H,JHT FOR CONGRESS,6213 NW 84TH PL,,OKLAHOMA CITY,OK,73132,35.55720062,-97.62663482
2458,2458,2458,H8OK05109,"HORN, KENDRA [DEM/Incumbent]",I,1,DEM,1903985.66,5210.67,1982503.78,0,103097.11,24578.99,0,0,0,0,0,19565,1813195.55,OK,5,,,,,,49900,1049.99,12/31/2022,-2482.4,0,,,,,,,,,29.25539,93.63811
2459,2459,2459,H0OK05114,"LANKFORD, JAMES PAUL MR. [REP/Candidate]",C,2,REP,5868351.84,744511.96,4707427.93,0,913175.19,2074099.1,0,0,0,0,0,0,3279385.05,OK,5,,,,,,1759652.02,53700,12/31/2022,30935.29,3500,,,,,,,,,29.25539,93.63811
2460,2460,2460,H0OK05205,"BICE, STEPHANIE [REP/Incumbent]",I,2,REP,2491328.51,397605.65,2081305.19,0,211591.11,621614.43,0,0,0,0,0,0,1336751.77,OK,5,,,,,,694926.72,200,12/31/2022,49326.36,500,C00703843,H,BICE FOR CONGRESS,PO BOX 21315,,OKLAHOMA CITY,OK,73156,35.58017,-97.55571
2461,2461,2461,H0OK05213,"NEESE, TERRY [REP/Candidate]",C,2,REP,0,0,109.55,0,109.55,0,0,0,0,109.55,0,0,0,OK,5,,,,,,0,0,03/31/2021,-6900,0,C00704064,H,NEESE FOR CONGRESS,PO BOX 12744,,OKLAHOMA CITY,OK,73157,35.51115,-97.569065
2462,2462,2462,H0OK05288,"LANDON, SHELDON (SHELLI) ELIZABETH DR  [REP/Candidate]",C,2,REP,0,0,0,0,-2146.79,-2146.79,0,0,0,0,0,8931.71,0,OK,5,,,,,,0,0,12/31/2022,0,0,C00742403,H,SHELLI LANDON FOR CONGRESS,1050 E 2ND ST,289,EDMOND,OK,73034,35.65267271,-97.46599783
2463,2463,2463,H2OK05177,"BANKS, SUBRINA [REP/Candidate]",C,2,REP,32408,0,32408,0,0,0,2220,2200,0,0,0,0,27988,OK,5,,,,,,0,0,12/29/2022,0,0,C00812750,H,SEND SUBRINA BANKS TO CONGRESS,5207 N. BEVERLY DRIVE,,OKLAHOMA CITY,OK,73105,35.52342494,-97.50396918
2464,2464,2464,H6OK05228,"CALVEY, KEVIN [REP/Opponent]",O,2,REP,0,0,0,0,773.08,773.08,0,0,0,0,0,330976.41,0,OK,5,,,,,,0,0,12/31/2022,0,0,C00421750,H,CALVEY FOR CONGRESS,PO BOX 20443,,OKLAHOMA CITY,OK,73156,35.58017,-97.55571
2465,2465,2465,H2OR01133,"BONAMICI, SUZANNE MS. [DEM/Incumbent]",I,1,DEM,1037674.86,1000,965259.7,213000,553345.78,625760.94,0,0,0,0,0,0,472520.97,OR,1,,,,,,564100,0,12/31/2022,550,3500,C00500421,H,BONAMICI FOR CONGRESS,PO BOX 1632,,BEAVERTON,OR,97075,45.48523,-122.79647
2466,2466,2466,H2OR01265,"PHILLIPS, G. SCOTT [DEM/Candidate]",C,1,DEM,24094.58,0,24094.58,0,0,0,0,19350,0,397.48,0,0,825,OR,1,,,,,,3530.87,0,06/09/2022,1000,0,C00800128,H,SCOTT PHILLIPS FOR CONGRESS,PO BOX 42307,,PORTLAND,OR,97242,45.500155,-122.650645
2467,2467,2467,H0OR02119,"HOLM, JOHN PAUL [DEM/Opponent]",O,1,DEM,0,0,53,0,0,-23,0,0,0,0,0,0,0,OR,2,,,,,,0,0,12/31/2021,0,0,C00722843,H,COMMITTEE TO ELECT JOHN HOLM,2690 CONNELL AVE,,MEDFORD,OR,97501,42.35646498,-122.8966425
2468,2468,2468,H0OR02267,"SPENSER, ALEX [DEM/Opponent]",O,1,DEM,244,0,332.55,0,330.13,241.58,0,0,0,0,0,1950,0,OR,2,,,,,,0,0,12/31/2021,0,0,C00732586,H,SPENSER2020,PO BOX 1124,,HOOD RIVER,OR,97031,45.703645,-121.52241
2469,2469,2469,H2OR02156,"YETTER, JOSEPH FREDERICK III [DEM/Candidate]",C,1,DEM,100291.79,290.09,100291.79,0,0,0,0,33244.75,0,7599.63,0,25645.12,59344.64,OR,2,,,,,,0,7300,12/31/2022,0,0,C00806646,H,JOE YETTER COMMITTEE TO ELECT,1106 UPPER COW CREEK RD,,AZALEA,OR,97410,42.80361605,-123.2345529
2470,2470,2470,H0OR02127,"BENTZ, CLIFF [REP/Incumbent]",I,2,REP,1184427.97,0,601566.9,0,89053.69,671914.76,2900,0,0,0,0,48100,775625.54,OR,2,,,,,,405017,0,12/31/2022,8050,0,C00725465,H,CLIFF BENTZ FOR CONGRESS,660 MORGAN AVE,,ONTARIO,OR,97914,43.97043199,-117.038436
2471,2471,2471,H0OR02150,"BUEHLER, KNUTE [REP/Opponent]",O,2,REP,26520.85,0,30132.05,0,3611.2,0,15731.75,0,0,0,0,0,-400,OR,2,,,,,,0,0,06/30/2021,0,0,C00730507,H,KNUTE FOR CONGRESS,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,38.80299091,-77.0473998
2472,2472,2472,H2OR02164,"CAVENER, MARK [REP/Candidate]",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,OR,2,,,,,,0,0,12/31/2021,0,0,C00789321,H,CAVENER FOR CONGRESS LLC,314 SOUTH 7TH STREET,UNIT 166,KLAMATH FALLS,OR,97601,42.22426537,-121.7800474
2473,2473,2473,H6OR02116,"WALDEN, GREGORY P. MR. [REP/Incumbent]",I,2,REP,1381.73,0,147839.04,0,1188300.02,1041842.71,0,0,0,0,0,0,0,OR,2,,,,,,0,0,12/31/2022,0,0,C00333427,H,WALDEN FOR CONGRESS,PO BOX 1091,,HOOD RIVER,OR,97031,45.703645,-121.52241
2474,2474,2474,H6OR03064,"BLUMENAUER, EARL [DEM/Incumbent]",I,1,DEM,1364461.33,82074.36,1350035.14,0,757344.8,771770.99,0,0,0,0,0,0,376932.72,OR,3,,,,,,900377,0,12/31/2022,1326,0,C00307314,H,BLUMENAUER FOR CONGRESS,1631 NE BROADWAY,#343,PORTLAND,OR,97232,45.53505747,-122.648763
2475,2475,2475,H0OR03174,"HARBOUR, JOANNA [REP/Candidate]",C,2,REP,14925,0,8346.47,0,3178.64,9777.17,0,0,0,0,0,943.33,9925,OR,3,,,,,,5000,0,12/31/2022,4,0,C00743203,H,JOANNA HARBOUR FOR CONGRESS,P.O. BOX 23696,,TIGARD,OR,97223,45.42994712,-122.7932949
2476,2476,2476,H8OR03102,"HARRISON, THOMAS [REP/Candidate]",C,2,REP,0,0,290.6,0,145.3,0,0,0,0,0,0,0,0,OR,3,,,,,,0,0,06/30/2022,0,0,C00681387,H,TOM HARRISON FOR CONGRESS,15011 FORSYTHE RD,,OREGON CITY,OR,97045,45.3815075,-122.55781
2477,2477,2477,H2OR04095,"HOYLE, VALERIE [DEM/Opponent]",O,1,DEM,2610019.02,8500,2569971.33,0,0,40047.69,0,0,0,0,0,63393.24,1791345.48,OR,4,,,,,,805144.67,5000,12/31/2022,13478.01,2220,C00796144,H,VAL HOYLE FOR CONGRESS,PO BOX 657,,SPRINGFIELD,OR,97477,44.05014,-123.01953
2478,2478,2478,H2OR04103,"KALLOCH, ANDREW [DEM/Opponent]",O,1,DEM,288629.05,0,288629.05,0,0,0,22821.5,0,0,0,0,0,264807.55,OR,4,,,,,,1000,0,09/30/2022,3100,0,C00797522,H,FRIENDS OF ANDREW KALLOCH,PO BOX 42307,,PORTLAND,OR,97242,45.500155,-122.650645
2479,2479,2479,H2OR04111,"SELKER, JOHN STEVEN DR. [DEM/Opponent]",O,1,DEM,212997,0,212997,0,0,0,3570,54700,0,1995.25,0,0,149727,OR,4,,,,,,5000,0,07/05/2022,732,0,C00799429,H,SELKER4CONGRESS,2675 SW FAIRMONT DR.,,CORVALLIS,OR,97333,44.54075902,-123.2933049
2480,2480,2480,H2OR04129,"MULHOLLAND, ZACHARY FLEMING [DEM/Opponent]",O,1,DEM,1682,0,1666,0,0,-62.75,900,100,0,100,0,0,682,OR,4,,,,,,0,0,07/15/2022,0,0,C00799007,H,ZACHARY MULHOLLAND FOR CONGRESS,2032 OHIO ST,,EUGENE,OR,97402,44.085382,-123.1988075
2481,2481,2481,H2OR04152,"AL-ABDRABBUH, SAMI [DEM/Opponent]",O,1,DEM,57447.35,0,56996.18,0,0,451.17,4007,0,0,0,0,6954.72,52630.35,OR,4,,,,,,810,0,12/31/2022,0,210,C00799775,H,SAMI FOR CONGRESS,PO BOX 33079,,WASHINTON,DC,20033,38.90566,-77.042325
2482,2482,2482,H2OR04160,"CANNING, DOYLE [DEM/Opponent]",O,1,DEM,281376.12,0,281376.12,0,0,0,0,0,0,0,0,0,276311.09,OR,4,,,,,,3875,0,12/31/2022,1357.74,0,C00803668,H,CANNING FOR CONGRESS,PO BOX 5903,,EUGENE,OR,97405,44.030745,-123.095605
2483,2483,2483,H8OR04159,"ARCANGEL, DANIEL R [DEM/Candidate]",C,1,DEM,0,0,0,0,167.75,167.75,0,0,0,0,0,0,0,OR,4,,,,,,0,0,06/30/2021,0,0,C00677435,H,COMMITTEE TO ELECT DANIEL ARCANGEL FOR CONGRESS,168 ASH CREEK DR E,,MONMOUTH,OR,97361,44.83975999,-123.21159
2484,2484,2484,H0OR04081,"ROBINSON, ART DR. [REP/Candidate]",C,2,REP,0,0,10,0,1107.44,1097.44,0,0,0,0,0,18816.21,0,OR,4,,,,,,0,0,06/30/2021,0,0,C00481341,H,ART ROBINSON FOR CONGRESS,2251 DICK GEORGE RD,,CAVE JUNCTION,OR,97523,42.09397701,-123.57181
2485,2485,2485,H0OR04107,"SKARLATOS, ALEK [REP/Opponent]",O,2,REP,4538041.24,187195.76,4584182.87,69126.83,123356.55,61667.31,0,0,0,0,0,0,4113445.4,OR,4,,,,,,187714.04,10000,12/31/2022,120843.79,0,C00702837,H,SKARLATOS FOR OR-04,PO BOX 30844,,BETHESDA,MD,20824,38.97859,-77.091475
2486,2486,2486,H2OR04087,"VAN TRESS, JEREMY [REP/Opponent]",O,2,REP,47008,0,47008,0,0,0,0,29500,0,6630.37,0,22869.63,17508,OR,4,,,,,,0,0,09/30/2021,0,0,C00780494,H,VAN TRESS FOR CONGRESS,PO BOX 1145,,CORVALLIS,OR,97339,44.56161,-123.261115
2487,2487,2487,H6OR04203,"PERKINS, JO RAE [REP/Candidate]",C,2,REP,125792.28,0,148513.1,0,25858.61,3137.79,125,0,0,1500,0,5640.41,120735,OR,4,,,,,,2036.5,0,12/31/2022,235,0,,,,,,,,,29.25539,93.63811
2488,2488,2488,H0OR05096,"GAMBA, MARK [DEM/Candidate]",C,1,DEM,2396.38,0,17354.46,0,14958.08,0,0,0,0,0,0,0,2195.38,OR,5,,,,,,0,0,12/17/2021,0,0,C00701490,H,MARK GAMBA FOR CONGRESS,"1787 TRIBUTE ROAD, SUITE K",,SACRAMENTO,CA,95815,38.59768294,-121.4473742
2489,2489,2489,H8OR02161,"MCLEOD-SKINNER, JAMIE [DEM/Candidate]",C,1,DEM,3670803.53,137046.62,3624684.67,0,0,46118.86,0,0,0,0,0,0,3123006.37,OR,5,,,,,,376309.81,9000,12/31/2022,37214.67,8750,C00792465,H,JAMIE FOR OREGON,1327 SE TACOMA ST,#247,PORTLAND,OR,97202,45.4643575,-122.65234
2490,2490,2490,H8OR05107,"SCHRADER, KURT [DEM/Incumbent]",I,1,DEM,2725217.28,0,5181348.28,0,2516499.19,60368.19,0,0,0,0,0,0,992516.54,OR,5,,,,,,1723310,5000,12/31/2022,168413.25,304200,C00446906,H,KURT SCHRADER FOR CONGRESS,PO BOX 3314,,OREGON CITY,OR,97045,45.354745,-122.60148
2491,2491,2491,H0OR02168,"CRUMPACKER, JIMMY [REP/Candidate]",C,2,REP,482798,0,471824.13,0,0,10973.87,0,0,0,0,0,235100.36,480798,OR,5,,,,,,2000,0,12/31/2022,85400,0,C00794339,H,CRUMPACKER FOR CONGRESS,64682 COOK AVENUE # 91,,BEND,OR,97703,44.14835101,-121.3306625
2492,2492,2492,H2OR05209,"CHAVEZ-DEREMER, LORI [REP/Candidate]",C,2,REP,2568275.52,329562.2,2558814.1,74123.9,0,9461.42,16903.4,411000,0,11000,0,395000,1284863.06,OR,5,,,,,,525921.86,0,12/31/2022,3100,0,C00784520,H,LORI CHAVEZ-DEREMER FOR CONGRESS,11805 SE EASTBOURNE LANE,,HAPPY VALLEY,OR,97086,45.43670497,-122.5203431
2493,2493,2493,H2OR05217,"DI PAOLA, JOHN [REP/Candidate]",C,2,REP,123034.58,0,123034.58,0,0,0,20429.58,50000,0,0,0,0,52605,OR,5,,,,,,0,0,06/30/2022,0,0,C00800862,H,DR. JOHN DI PAOLA FOR CONGRESS 2022,PO BOX 99,,WILSONVILLE,OR,97070,45.306865,-122.76451
2494,2494,2494,H2OR05233,"ROSES, LAUREL [REP/Candidate]",C,2,REP,12292.62,0,9731.22,0,0,2561.4,11610,0,0,0,0,0,682.62,OR,5,,,,,,0,0,09/30/2022,0,0,C00805176,H,LAURELROSESFORCONGRESS,27562 S RINGO RD,,MULINO,OR,97042,45.20840158,-122.5511727
2495,2495,2495,H8OR05198,"CALLAHAN, MARK ALLEN [REP/Candidate]",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,22800,0,OR,5,,,,,,0,0,12/31/2022,0,0,C00651562,H,CALLAHAN FOR CONGRESS,PO BOX 651,,OREGON CITY,OR,97045,45.354745,-122.60148
2496,2496,2496,H2OR01216,"REYNOLDS, STEVEN CODY [DEM/Opponent]",O,1,DEM,2708062.65,0,2700898.69,0,0,7163.96,502186.65,2200006,0,0,0,2200006,5870,OR,6,,,,,,0,0,12/31/2022,0,0,C00638437,H,CODY FOR OREGON,PO BOX 42307,,PORTLAND,OR,97242,45.500155,-122.650645
2497,2497,2497,H2OR05191,"EASTON, KEVIN [DEM/Opponent]",O,1,DEM,6646.01,0,6646.01,0,0,0,4665,0,0,0,0,0,1881,OR,6,,,,,,0,0,06/27/2022,0,0,C00783043,H,VOTE EASTON,PO BOX 42307,,PORTLAND,OR,97242,45.500155,-122.650645
2498,2498,2498,H2OR06017,"SMITH, LORETTA [DEM/Opponent]",O,1,DEM,360500.25,0,359839.9,0,0,660.35,8.62,90000,0,35000,0,55000,251581.63,OR,6,,,,,,18900,0,12/31/2022,9801,500,C00783373,H,LORETTA SMITH FOR CONGRESS,PO BOX 42307,,PORTLAND,OR,97242,45.500155,-122.650645
2499,2499,2499,H2OR06041,"WEST, MATTHEW [DEM/Opponent]",O,1,DEM,1335533.4,0,1335533.4,0,0,0,65477.83,850000,0,18358.3,0,0,368466.82,OR,6,,,,,,64.02,0,08/08/2022,66200.05,0,C00791343,H,MATT WEST FOR CONGRESS,PO BOX 1926,,BEAVERTON,OR,97075,45.48523,-122.79647
2500,2500,2500,H2OR06066,"SALINAS, ANDREA [DEM/Opponent]",O,1,DEM,3405187.33,28890.69,3398902.83,0,0,6284.5,0,0,0,0,0,0,2746877.11,OR,6,,,,,,611881.11,6000,12/31/2022,25758.8,2402.57,C00793703,H,ANDREA SALINAS FOR OREGON,PO BOX 230985,,TIGARD,OR,97281,45.43117,-122.76871
2501,2501,2501,H2OR06074,"HARDER, KATHLEEN [DEM/Opponent]",O,1,DEM,480112.85,0,473916.58,0,0,6196.27,12815.39,211325,0,0,0,211325,236432.65,OR,6,,,,,,15000,0,12/31/2022,44326.54,0,C00794438,H,KATHLEEN HARDER FOR CONGRESS,PO BOX 8341,,SALEM,OR,97303,44.981585,-123.027385
2502,2502,2502,H2OR06090,"FLYNN, CARRICK RONAN MORGAN [DEM/Opponent]",O,1,DEM,1147785.73,0,1147785.73,0,0,0,0,0,0,0,0,0,1142619.73,OR,6,,,,,,5000,0,07/15/2022,304082.29,0,C00802058,H,CARRICK FLYNN FOR OREGON,2557 NE CHALMERS WAY,,MCMINNVILLE,OR,97128,45.20503793,-123.1673461
2503,2503,2503,H2OR06108,"ALONSO LEON, TERESA [DEM/Opponent]",O,1,DEM,106657,0,104016.1,0,0,2640.9,0,0,0,0,0,2379.95,102355,OR,6,,,,,,4300,0,12/31/2022,100,0,C00801746,H,TERESA FOR OREGON,PO BOX 42307,,PORTLAND,OR,97242,45.500155,-122.650645
2504,2504,2504,H0OR05104,"COURSER, AMY RYAN [REP/Opponent]",O,2,REP,106751.04,0,117137.88,0,10470.89,84.05,0,0,0,0,0,43542.94,105897.19,OR,6,,,,,,480.1,0,12/31/2022,0,0,C00717587,H,AMY RYAN COURSER FOR CONGRESS,5434 RIVER RD N,#219,KEIZER,OR,97303,45.00275905,-123.0265771
2505,2505,2505,H2OR01240,"RUSS, DAVID HONORABLE [REP/Opponent]",O,2,REP,10660.63,0,11024,0,57.5,-617.88,5952.37,0,0,0,0,0,4620.29,OR,6,,,,,,0,0,12/31/2022,0,0,C00763946,H,DAVID RUSS IS FOR US,P.O. BOX 21,,DUNDEE,OR,97115,45.278805,-123.013
2506,2506,2506,H2OR05183,"SANDVIG, NATE [REP/Opponent]",O,2,REP,262157.83,0,262157.83,0,0,0,0,65000,0,0,0,0,197157.16,OR,6,,,,,,0,0,06/30/2022,25300,0,C00779751,H,SANDVIG FOR CONGRESS,PO BOX 775,,NESKOWIN,OR,97149,45.1030067,-123.9817126
2507,2507,2507,H2OR06033,"PLOWHEAD, ANGELA [REP/Opponent]",O,2,REP,57041.26,0,57034.04,0,0,17.22,0,5179.26,0,0,0,5179.26,48930,OR,6,,,,,,0,0,12/31/2022,0,0,C00787234,H,ANGELA FOR OREGON,2755 COMMERCIAL ST SE #101-258,,SALEM,OR,97302,44.91381444,-123.046096
2508,2508,2508,H2OR06058,"NOBLE, RON [REP/Opponent]",O,2,REP,144542.52,0,144542.52,0,0,0,0,0,0,0,0,8363.01,144542.52,OR,6,,,,,,0,0,12/31/2022,27400,0,C00791699,H,NOBLE FOR CONGRESS,6495 NE MINERAL SPRINGS RD,,CARLTON,OR,97111,45.26341612,-123.1389921
2509,2509,2509,H2OR06116,"BUNN, JAMES (JIM) [REP/Opponent]",O,2,REP,27074,0,27074,0,0,0,200,0,5000,0,923.83,0,21874,OR,6,,,,,,0,0,08/03/2022,0,0,C00806273,H,BUNN4CONGRESS,PO BOX 39,,AMITY,OR,97101,45.11555,-123.203635
2510,2510,2510,H2OR06124,"ERICKSON, MIKE [REP/Opponent]",O,2,REP,3957227.25,153450.67,3953687.35,64329.76,0,3539.9,7908,2767350,0,0,0,2767350,886489.08,OR,6,,,,,,136974.5,5000,12/31/2022,13416.16,750,C00798264,H,ERICKSON FOR OR-06,PO BOX 30844,,BETHESDA,MD,20824,38.97859,-77.091475
2511,2511,2511,H2PA00034,"BURTON, DANIEL LEROY JR [REP/Candidate]",C,2,REP,55995.27,0,53824.44,0,0,2170.83,0,24512.17,0,0,0,24512.17,31483.1,PA,0,,,,,,0,0,12/31/2022,2900,0,C00776286,H,BURTON FOR PA,2 CRANBERRY CIR,,DENVER,PA,17517,40.23027726,-76.09906055
2512,2512,2512,H0PA01325,"FINELLO, CHRISTINA [DEM/Candidate]",C,1,DEM,160519.72,711.59,61903.58,0,7065.8,105681.94,0,0,0,0,0,0,0,PA,1,,,,,,1000,0,12/31/2022,-62,0,C00713693,H,FINELLO PA PAC,PO BOX 22611,,PHILADELPHIA,PA,19110,39.95066497,-75.16394074
2513,2513,2513,H0PA01333,"HURWITZ, SKYLAR [DEM/Candidate]",C,1,DEM,1043.06,0,1120.25,0,165.59,88.4,1043.06,0,0,0,0,0,0,PA,1,,,,,,0,0,03/31/2021,0,0,C00723130,H,SKYLAR FOR CONGRESS,P.O. BOX 57,SKYLAR FOR CONGRESS,NEW HOPE,PA,18938,40.3634499,-74.9749093
2514,2514,2514,H2PA01099,"EHASZ, ASHLEY [DEM/Candidate]",C,1,DEM,970541.94,0,964394.38,0,0,6147.56,0,0,0,0,0,0,919564.95,PA,1,,,,,,50800,0,12/31/2022,4344,0,C00791335,H,EHASZ FOR CONGRESS,1800 BYBERRY ROAD,#1336,BENSALEM,PA,19020,40.1099449,-74.92723654
2515,2515,2515,H2PA01107,"FERMO, PAUL [DEM/Candidate]",C,1,DEM,143017.54,0,143017.54,0,0,0,8982.95,0,0,0,0,0,130314.22,PA,1,,,,,,0,0,04/30/2022,18790,0,C00792143,H,PAUL FERMO FOR CONGRESS,PO BOX 22611,,PHILADELPHIA,PA,19121,39.981695,-75.181065
2516,2516,2516,H0PA01317,"MEEHAN, ANDREW [REP/Candidate]",C,2,REP,0,0,0,0,-9674.17,-9674.17,0,0,0,0,0,200,0,PA,1,,,,,,0,0,08/10/2021,0,0,C00713008,H,FOAM FRIENDS OF ANDREW MEEHAN,23 PENN CIRCLE,,SOUTHAMPTON,PA,18966,40.19686587,-74.97030653
2517,2517,2517,H0PA05094,"PRUETT, DASHA [REP/Candidate]",C,2,REP,2440.7,0,14302.23,0,22709.16,10847.63,0,0,0,0,0,0,2440.7,PA,1,,,,,,0,0,12/31/2022,0,0,C00732727,H,DASHA FOR CONGRESS,P.O.BOX 434,,FEASTERVILLE,PA,19053,40.15216983,-74.99772049
